         12276741 function calls (11869163 primitive calls) in 10.052 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:250(__init__)
       16    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/printing/printer.py:372(__call__)
        2    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_subplots.py:95(update_params)
        8    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(clip)
       16    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:2146(_validate_steps)
       65    0.001    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:1982(scale)
       19    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/inspect.py:2102(_signature_from_function)
        5    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/patches.py:597(get_window_extent)
       77    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2276(__init__)
       16    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/printing/str.py:874(sstr)
       57    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/lines.py:1204(set_markerfacecoloralt)
       44    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:199(reshape)
        8    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2033(clip)
    80/76    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/spines.py:391(get_spine_transform)
       33    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:1212(bind)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/quiver.py:383(_parse_args)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/Projects/VRTechnical/AutoNavigate/raceviz.py:57(_UV_for_frame)
        5    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/perm_groups.py:143(<listcomp>)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/tight_layout.py:167(get_renderer)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/Projects/VRTechnical/AutoNavigate/raceviz.py:60(<listcomp>)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:412(get_renderer)
       33    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:1195(_bind)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/pc_groups.py:1(<module>)
       42    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/colors.py:161(to_rgba)
     3441    0.001    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:796(get_animated)
      140    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:148(invalidate)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/power.py:269(__new__)
        1    0.001    0.001    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:90(__init__)
     4652    0.001    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/inspect.py:2502(name)
      127    0.001    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:851(set_weight)
       75    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2284(__le__)
       54    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_compile.py:250(_optimize_charset)
   342/85    0.001    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_parse.py:173(getwidth)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:3144(set_xbound)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2917(_eval_power)
     4014    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       22    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_parse.py:96(closegroup)
       47    0.000    0.000    0.001    0.000 {method 'min' of 'numpy.ndarray' objects}
      526    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:818(__hash__)
       26    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/shape_base.py:612(column_stack)
       52    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/posixpath.py:338(normpath)
      166    0.001    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:185(set_children)
      632    0.001    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:107(__init__)
        7    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/path.py:572(get_extents)
        6    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/expr.py:837(_eval_is_positive)
       35    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/composer.py:88(compose_scalar_node)
       65    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:1065(update_from)
      369    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:140(get_grid_positions)
      169    0.001    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1742(<dictcomp>)
      658    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2085(_as_mpf_val)
      739    0.001    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:332(pchanged)
       45    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:281(sort_key)
        8    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/expr.py:892(_eval_is_extended_positive)
    46/45    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:1041(get_points)
      619    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:486(<listcomp>)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:2607(_update_title_position)
       12    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:518(_get_text1_transform)
        8    0.000    0.000    0.001    0.000 {method 'clip' of 'numpy.ndarray' objects}
       52    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/function.py:270(__new__)
       21    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/markers.py:739(_set_tickright)
       47    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/_methods.py:41(_amin)
        5    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:2161(_process_unit_info)
    90/46    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:1602(__new__)
       17    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/patches.py:339(_set_facecolor)
       16    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/printing/printer.py:289(doprint)
       10    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:2164(_process_single_axis)
        3    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:672(intersection)
       12    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:800(get_yaxis_text1_transform)
      515    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/logging/__init__.py:1544(isEnabledFor)
       57    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/lines.py:1098(set_linestyle)
        2    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:2636(__init__)
       15    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
        8    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:1333(_get_tick_label_size)
       13    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:666(<listcomp>)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:2349(subplots_adjust)
       10    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:216(_get_xy_display)
       45    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:229(igcd)
       60    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:314(ymin)
        6    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:1451(update_units)
      105    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:853(get_siblings)
      167    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:887(set_size)
       16    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/printing/printer.py:293(_print)
       57    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:319(xmax)
        4    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:2241(get_tick_space)
       26    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:633(translated)
     12/6    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/units.py:192(get_converter)
        2    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/patches.py:722(__init__)
       16    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:2161(_staircase)
   110/60    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:776(get_yaxis_transform)
       61    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:324(ymax)
      100    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:736(__hash__)
       37    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/exprtools.py:1163(factor_terms)
        1    0.000    0.000    0.001    0.001 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/partitions.py:1(<module>)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
       49    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/resolver.py:143(resolve)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
       15    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/parser.py:476(parse_flow_sequence_entry)
  225/140    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:158(_invalidate_internal)
       16    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:1633(set_major_locator)
      785    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/posixpath.py:41(_get_sep)
        8    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/expr.py:895(_eval_is_extended_negative)
      133    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2220(__rmul__)
       13    0.000    0.000    0.001    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:667(<listcomp>)
       15    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
